User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004473,P00003242,M,36-45,1,B,3,0,8,15,,4171
1004474,P00101342,M,36-45,7,C,1,0,6,8,,16180
1004477,P00220442,M,26-35,7,C,2,0,5,14,,5417
1004478,P00159442,M,0-17,12,A,1,0,5,8,,5186
1004478,P00324642,M,0-17,12,A,1,0,8,,,6149
1004480,P00117542,M,26-35,0,B,1,0,18,,,3779
1004480,P00137042,M,26-35,0,B,1,0,8,16,,2136
1004481,P00250642,M,26-35,18,C,2,1,11,,,4446
1004482,P0095642,F,36-45,1,A,1,0,5,,,7125
1004482,P00015342,F,36-45,1,A,1,0,2,4,,6450
1004482,P00068442,F,36-45,1,A,1,0,18,,,3780
1004483,P00266642,F,26-35,6,B,4+,0,1,8,9,7929
1004484,P0095342,F,26-35,17,C,1,0,2,4,,16460
1004485,P00306142,M,26-35,4,C,1,0,5,,,3640
1004488,P00277542,M,36-45,7,B,1,0,1,6,15,4431
1004488,P00246342,M,36-45,7,B,1,0,11,15,,4439
1004489,P00265242,M,18-25,4,B,1,0,5,8,,8584
1004489,P00201342,M,18-25,4,B,1,0,1,2,9,15286
1004490,P00198042,M,36-45,5,B,1,0,11,16,,4542
1004491,P00255842,M,18-25,4,C,3,0,16,,,20683
1004493,P00202242,F,0-17,10,A,1,0,10,16,,23703
1004496,P00128942,M,46-50,2,C,4+,0,1,11,,19020
1004497,P00260142,M,51-55,0,B,3,1,5,14,,5422
1004499,P00258242,M,26-35,6,C,1,0,5,,,1724
1004502,P00123842,M,51-55,0,C,1,1,11,15,,4641
1004502,P00183642,M,51-55,0,C,1,1,4,5,9,2793
1004505,P00029542,M,51-55,7,C,1,0,1,2,18,15505
1004506,P00214142,M,51-55,16,B,2,0,8,,,8021
1004506,P00065342,M,51-55,16,B,2,0,2,15,,13261
1004507,P00186842,M,18-25,4,B,1,1,3,4,,13584
1004508,P00193942,M,26-35,20,A,2,0,11,,,1749
1004508,P00348842,M,26-35,20,A,2,0,1,6,,4244
1004508,P00331942,M,26-35,20,A,2,0,5,,,7112
1004508,P00271442,M,26-35,20,A,2,0,18,,,3822
1004509,P00111742,M,26-35,7,C,0,1,15,,,16989
1004509,P00295342,M,26-35,7,C,0,1,2,8,,13201
1004510,P00282442,M,46-50,7,A,4+,1,5,8,18,5425
1004510,P00347642,M,46-50,7,A,4+,1,1,6,,7777
1004510,P00016042,M,46-50,7,A,4+,1,1,16,,11536
1004510,P00002342,M,46-50,7,A,4+,1,16,,,8088
1004511,P00226242,M,36-45,7,C,2,0,11,15,,5988
1004513,P00110942,M,55+,0,C,0,1,1,2,,19402
1004517,P00157142,F,18-25,1,A,0,1,11,16,,3088
1004519,P00183642,M,51-55,7,C,0,0,4,5,9,1494
1004521,P00108542,M,36-45,12,B,1,0,5,8,14,7140
1004521,P00177442,M,36-45,12,B,1,0,1,6,8,15214
1004524,P00270942,M,26-35,2,A,2,1,1,2,15,11703
1004524,P00350442,M,26-35,2,A,2,1,2,3,15,6896
1004527,P00350942,M,18-25,0,C,4+,1,3,4,5,10795
1004531,P0096842,M,18-25,4,C,2,0,3,4,12,10651
1004532,P00037142,M,26-35,7,A,2,0,1,2,5,11610
1004535,P00195442,M,18-25,19,B,1,0,5,,,8658
1004535,P00241542,M,18-25,19,B,1,0,1,6,,11500
1004539,P00189842,M,36-45,19,C,0,0,3,4,5,3118
1004543,P00271942,M,26-35,2,A,0,0,5,8,,6990
1004543,P00351842,M,26-35,2,A,0,0,5,,,5444
1004543,P00043742,M,26-35,2,A,0,0,5,8,,3482
1004543,P00199642,M,26-35,2,A,0,0,16,,,20772
1004544,P00118542,M,55+,1,A,0,1,5,8,,5309
1004552,P00010742,M,26-35,0,C,1,1,1,8,17,19554
1004555,P00017442,F,18-25,9,C,1,1,8,14,,2136
1004557,P00072942,M,26-35,14,A,3,0,8,,,9793
1004560,P00003242,M,26-35,0,C,1,0,8,15,,6057
1004561,P00210642,F,26-35,9,C,2,1,8,14,,5832
1004562,P00216442,M,36-45,10,A,1,1,5,,,7004
1004566,P00181642,M,36-45,17,C,1,0,11,16,,3058
1004568,P00108842,F,26-35,4,B,2,1,5,15,,7129
1004568,P00299842,F,26-35,4,B,2,1,8,,,5977
1004570,P00127742,M,46-50,17,C,0,1,1,2,15,15466
1004572,P00057342,F,0-17,10,C,0,0,4,5,,3556
1004573,P00212242,M,51-55,16,C,1,1,8,,,8102
1004575,P00251242,F,0-17,10,C,2,0,5,11,,8614
1004577,P00339842,M,36-45,7,C,0,1,1,14,15,7814
1004578,P00216042,M,26-35,0,A,4+,0,5,8,,7050
1004578,P00005142,M,26-35,0,A,4+,0,5,,,8860
1004579,P00287442,F,18-25,4,B,1,1,8,,,9977
1004579,P00202842,F,18-25,4,B,1,1,6,16,,16559
1004579,P00121242,F,18-25,4,B,1,1,2,,,9944
1004579,P00270142,F,18-25,4,B,1,1,5,,,3571
1004580,P00031742,F,55+,13,C,0,1,8,,,7806
1004583,P00115942,M,51-55,1,C,4+,1,8,17,,9855
1004585,P00070042,M,36-45,7,C,3,0,1,2,16,19207
1004586,P00070942,M,26-35,4,C,4+,0,3,5,16,11003
1004589,P00188442,M,26-35,17,A,0,0,5,7,,8793
1004591,P00182342,M,26-35,15,A,3,0,1,5,6,15597
1004592,P00227842,M,18-25,4,A,3,0,2,5,,16100
1004593,P00330642,F,46-50,1,B,0,1,5,,,5376
1004595,P00085242,M,26-35,18,C,4+,1,8,14,17,10023
1004596,P00194342,F,18-25,4,B,1,0,3,4,,8412
1004600,P00143342,M,26-35,0,C,2,1,1,14,16,11508
1004606,P00279542,F,0-17,10,B,2,0,8,,,6097
1004607,P00199342,M,26-35,0,B,4+,0,2,9,15,13106
1004607,P00052242,M,26-35,0,B,4+,0,8,,,9884
1004609,P00160342,F,26-35,4,B,0,0,8,,,7974
1004610,P00194442,F,26-35,4,B,1,0,5,,,5230
1004611,P00050242,F,18-25,4,A,2,0,8,,,8134
1004611,P00021842,F,18-25,4,A,2,0,5,8,14,5178
1004612,P00026442,F,18-25,4,B,2,1,8,14,,6184
1004615,P00279542,M,26-35,17,C,1,1,8,,,5862
1004620,P00288542,F,18-25,17,B,1,1,8,,,5823
1004621,P00057642,M,26-35,4,C,2,1,1,15,16,19410
1004625,P00351042,M,26-35,7,C,0,0,5,,,7182
1004626,P00117942,M,26-35,14,B,4+,0,5,15,,7049
1004627,P00085042,M,55+,1,C,1,1,5,6,,8824
1004631,P00266642,M,18-25,4,A,1,0,1,8,9,11495
1004633,P00065242,M,0-17,0,B,1,0,2,3,4,16430
1004635,P00086342,M,18-25,4,B,2,0,8,,,8130
1004635,P00183942,M,18-25,4,B,2,0,3,4,,10858
1004637,P00093642,F,36-45,9,B,0,1,6,,,12444
1004640,P00184942,M,26-35,4,B,0,1,1,8,17,19362
1004642,P00251242,M,26-35,0,B,4+,1,5,11,,7121
1004644,P00059442,M,51-55,1,C,4+,0,6,8,16,16017
1004646,P00268342,F,26-35,6,B,2,0,5,,,7125
1004647,P00126042,M,36-45,20,B,1,1,8,14,,5876
1004647,P00334642,M,36-45,20,B,1,1,1,8,14,8083
1004647,P00041142,M,36-45,20,B,1,1,8,,,4138
1004650,P00003942,M,26-35,7,C,2,1,5,14,,5306
1004653,P00113242,M,36-45,12,B,3,1,1,6,8,11930
1004653,P00223242,M,36-45,12,B,3,1,5,14,,8814
1004654,P00010842,M,36-45,20,C,3,0,8,16,,5872
1004655,P00111142,F,26-35,1,A,3,0,1,15,16,11933
1004658,P00344242,M,26-35,4,B,3,1,8,10,,9705
1004658,P00035842,M,26-35,4,B,3,1,5,6,9,3442
1004658,P00261342,M,26-35,4,B,3,1,1,17,,4539
1004661,P00174842,M,46-50,15,B,4+,1,17,,,10330
1004662,P00067942,F,18-25,4,B,1,1,5,14,,3482
1004663,P00021742,M,26-35,4,A,0,0,5,,,3700
1004663,P00051842,M,26-35,4,A,0,0,4,8,,2134
1004666,P00294142,M,36-45,1,A,1,1,5,8,15,5355
1004666,P00177742,M,36-45,1,A,1,1,8,,,7809
1004669,P00110542,M,36-45,7,C,0,0,8,,,7878
1004671,P00159542,M,26-35,12,A,2,0,10,15,16,19339
1004673,P00102342,M,36-45,16,B,2,1,8,14,17,10018
1004673,P00302442,M,36-45,16,B,2,1,5,6,,6910
1004675,P00355142,F,18-25,4,A,2,0,1,15,,19155
1004675,P00057442,F,18-25,4,A,2,0,5,14,16,5474
1004677,P0096442,M,51-55,6,C,1,1,4,5,12,2837
1004679,P00248542,M,55+,13,C,4+,1,8,16,,6176
1004680,P00178742,M,36-45,0,B,3,1,5,,,7192
1004681,P00114842,F,36-45,15,C,2,0,5,,,8630
1004682,P00359742,M,26-35,7,B,3,1,1,5,,15618
1004682,P00036042,M,26-35,7,B,3,1,8,,,5903
1004682,P00309342,M,26-35,7,B,3,1,16,,,16259
1004685,P00116942,M,36-45,1,B,2,1,6,10,16,16639
1004687,P00057442,M,36-45,14,C,0,0,5,14,16,8878
1004693,P00279542,M,18-25,1,A,1,0,8,,,9804
1004697,P00054542,M,18-25,10,C,4+,0,1,2,3,15641
1004699,P00127942,F,18-25,0,C,4+,0,1,2,5,4466
1004704,P00262442,M,18-25,20,C,1,0,4,5,,1375
1004706,P00252142,M,26-35,14,B,4+,1,8,,,8045
1004708,P00221042,M,26-35,0,B,3,0,1,17,,11859
1004713,P00016342,M,26-35,17,C,1,0,1,2,8,19506
1004715,P00004742,M,26-35,2,B,3,0,6,16,,19986
1004715,P00115142,M,26-35,2,B,3,0,1,8,17,19126
1004715,P00100642,M,26-35,2,B,3,0,5,15,,3650
1004721,P00128242,M,36-45,11,B,0,0,5,12,14,1833
1004724,P00158242,F,55+,6,C,1,1,6,8,,12303
1004725,P00201342,M,36-45,5,A,2,0,1,2,9,15705
1004725,P00070942,M,36-45,5,A,2,0,3,5,16,10779
1004725,P00135742,M,36-45,5,A,2,0,6,8,,12462
1004725,P00054042,M,36-45,5,A,2,0,18,,,2383
1004726,P00037342,F,36-45,16,C,2,1,8,11,,4160
1004728,P00223542,M,26-35,19,B,3,0,1,8,17,11948
1004728,P00331042,M,26-35,19,B,3,0,5,8,,5440
1004728,P00275842,M,26-35,19,B,3,0,2,9,15,9942
1004730,P00350942,M,51-55,11,C,0,1,3,4,5,10809
1004732,P00232342,M,26-35,14,B,2,1,11,,,5927
1004732,P00271442,M,26-35,14,B,2,1,18,,,2348
1004734,P00277642,M,51-55,1,B,1,1,2,3,10,9996
1004736,P00113342,M,18-25,20,A,1,1,1,8,17,15477
1004737,P00113342,M,36-45,16,C,1,0,1,8,17,15232
1004738,P00116842,M,55+,1,C,1,0,2,5,8,9823
1004739,P00327842,M,26-35,3,C,2,0,8,16,,6128
1004742,P00207442,M,26-35,3,A,2,0,16,,,12894
1004746,P00221442,M,51-55,1,C,3,1,1,2,5,11533
1004747,P00102942,M,18-25,4,C,1,0,1,14,,15667
1004748,P00140042,M,46-50,16,B,3,0,1,16,,11587
1004748,P00370242,M,46-50,16,B,3,0,5,,,7069
1004752,P00273442,F,18-25,4,B,1,0,12,14,17,1384
1004759,P00057342,F,51-55,0,C,1,1,4,5,,2740
1004762,P00089342,F,26-35,14,A,0,1,8,,,7920
1004765,P00086642,F,36-45,16,B,3,1,8,,,9896
1004768,P00338742,M,26-35,4,A,1,1,5,,,8639
1004771,P00214442,F,26-35,4,A,0,0,8,,,8127
1004771,P00220342,F,26-35,4,A,0,0,5,,,5175
1004771,P00139842,F,26-35,4,A,0,0,5,,,6945
1004774,P00283942,M,46-50,14,C,4+,1,5,,,3695
1004774,P00296342,M,46-50,14,C,4+,1,8,,,7831
1004780,P00147942,M,26-35,12,A,3,0,1,16,,12021
1004782,P00057942,M,46-50,1,C,2,1,1,2,6,8045
1004784,P00216042,F,36-45,6,A,1,0,5,8,,8595
1004785,P00172842,F,26-35,14,A,0,1,3,4,,10706
1004785,P00115342,F,26-35,14,A,0,1,5,8,14,7194
1004786,P00146742,M,46-50,6,B,1,1,1,13,14,15428
1004786,P00155442,M,46-50,6,B,1,1,1,11,15,15275
1004788,P00123842,M,36-45,7,B,4+,0,11,15,,4492
1004789,P00127442,M,36-45,2,A,0,0,1,2,15,15288
1004790,P00100642,F,26-35,2,A,4+,1,5,15,,6951
1004790,P00115542,F,26-35,2,A,4+,1,8,,,6059
1004791,P00148742,M,18-25,4,A,2,0,8,17,,6055
1004793,P00058042,F,26-35,6,B,2,1,8,16,,7961
1004795,P0098742,M,46-50,16,C,1,0,8,,,8038
1004796,P00031342,M,36-45,7,A,4+,1,8,,,7823
1004798,P00233442,M,26-35,1,C,4+,0,1,2,15,11962
1004800,P00101942,M,18-25,4,A,1,0,8,17,,9805
1004801,P00326742,M,26-35,4,C,3,0,11,,,7420
1004802,P00034842,M,55+,1,B,3,1,5,14,,7185
1004802,P00224342,M,55+,1,B,3,1,8,,,4053
1004803,P00248142,F,26-35,16,B,4+,0,5,,,6983
1004807,P00086642,M,0-17,2,A,1,0,8,,,2070
1004808,P00191442,M,36-45,0,A,1,1,1,2,15,15720
1004808,P00253142,M,36-45,0,A,1,1,1,2,5,11827
1004808,P00046742,M,36-45,0,A,1,1,1,2,15,11758
1004808,P00026142,M,36-45,0,A,1,1,5,,,8884
1004809,P00110742,F,51-55,4,C,1,1,1,2,8,15541
1004812,P00028842,M,18-25,14,C,2,0,6,8,,20229
1004814,P00211042,M,18-25,14,B,1,0,5,,,7026
1004817,P00177342,M,26-35,1,C,1,0,8,,,8030
1004819,P00160042,M,36-45,18,B,1,0,1,13,16,19259
1004819,P00253542,M,36-45,18,B,1,0,8,,,9955
1004822,P00110842,F,36-45,0,B,4+,0,1,2,5,15582
1004823,P00348242,M,18-25,4,B,0,1,8,,,6107
1004823,P00361842,M,18-25,4,B,0,1,15,16,,12520
1004824,P00101942,M,26-35,7,C,2,0,8,17,,9804
1004826,P00323942,M,46-50,12,C,1,1,8,15,,9948
1004828,P00003942,F,18-25,20,B,1,0,5,14,,8853
1004829,P00201442,M,26-35,0,B,2,0,1,6,8,15343
1004831,P00058342,F,26-35,1,C,1,0,3,4,,5442
1004832,P00321742,M,26-35,14,C,1,0,5,8,17,7166
1004834,P00260042,F,46-50,9,C,1,1,5,8,,6986
1004837,P00025342,M,26-35,5,B,2,0,6,8,16,12054
1004838,P00187442,M,46-50,1,C,1,1,2,4,5,6772
1004843,P00354642,M,55+,1,C,2,0,8,13,,9954
1004846,P00282042,F,26-35,2,C,0,0,5,15,,5201
1004849,P00116842,F,18-25,4,B,1,0,2,5,8,16488
1004852,P00176542,M,36-45,0,C,3,1,8,14,17,5829
1004853,P00119442,M,26-35,7,C,2,0,5,,,3673
1004854,P00273442,F,51-55,13,C,4+,1,12,14,17,1374
1004855,P00117442,M,26-35,12,B,1,0,5,14,,5395
1004858,P00117642,M,26-35,1,C,2,0,10,16,,23259
1004861,P00130742,M,26-35,4,C,1,0,1,14,17,15907
1004861,P00111142,M,26-35,4,C,1,0,1,15,16,11632
1004864,P00003942,M,18-25,20,C,3,1,5,14,,3428
1004865,P00086042,F,36-45,14,C,1,1,8,14,17,9985
1004867,P00239742,M,26-35,16,A,3,0,8,14,15,9881
1004867,P00254142,M,26-35,16,A,3,0,8,,,8077
1004867,P00265242,M,26-35,16,A,3,0,5,8,,8702
1004868,P00277442,M,36-45,17,C,1,1,1,6,15,19381
1004869,P00327542,F,46-50,6,C,3,1,5,,,6958
1004869,P00278642,F,46-50,6,C,3,1,5,,,8795
1004875,P00141242,M,36-45,0,C,2,0,8,,,3908
1004878,P00057542,M,51-55,4,B,4+,1,3,4,5,10977
1004879,P00258742,M,26-35,3,A,2,0,5,,,5209
1004879,P00196642,M,26-35,3,A,2,0,8,14,,6151
1004882,P00177842,M,46-50,11,B,2,1,8,,,6048
1004884,P00124242,M,36-45,14,B,1,0,11,14,,4687
1004884,P00338542,M,36-45,14,B,1,0,1,,,11773
1004885,P00295442,M,55+,1,C,1,0,8,,,7948
1004887,P00161942,M,18-25,2,B,1,1,5,8,,6891
1004887,P00182442,M,18-25,2,B,1,1,5,11,,5246
1004888,P00091842,F,55+,0,B,4+,0,8,,,9887
1004889,P00140742,M,18-25,4,C,3,0,1,15,,15705
1004890,P00126042,F,26-35,1,C,1,0,8,14,,8083
1004893,P00334042,M,26-35,17,C,0,0,1,11,15,15888
1004897,P00123742,M,36-45,16,B,3,0,11,,,4502
1004897,P00126242,M,36-45,16,B,3,0,2,4,5,6894
1004898,P00216342,M,26-35,1,B,1,1,3,4,5,10580
1004899,P00177742,M,26-35,12,B,1,1,8,,,4168
1004902,P00117142,M,36-45,14,C,4+,1,2,17,,15931
1004904,P00085442,M,51-55,15,B,1,1,12,14,,1738
1004906,P00113142,M,51-55,17,B,1,1,1,5,12,8322
1004907,P00219842,F,51-55,7,B,0,1,5,,,8743
1004909,P00317842,F,36-45,12,B,2,0,8,,,8008
1004911,P00334242,F,26-35,0,A,4+,0,1,8,,15832
1004915,P00127642,M,26-35,12,B,2,1,1,2,15,19694
1004916,P00275142,M,18-25,20,C,4+,0,5,8,,3678
1004918,P00335942,F,18-25,12,C,1,0,8,,,7833
1004918,P00054042,F,18-25,12,C,1,0,18,,,3136
1004921,P00134142,F,26-35,15,B,3,1,5,,,7030
1004922,P00010942,M,18-25,17,C,1,0,1,2,6,3795
1004927,P00037042,M,46-50,0,B,4+,0,1,15,,15423
1004928,P00020042,F,26-35,3,A,4+,0,5,8,,3592
1004930,P00058442,M,51-55,17,C,0,1,5,14,,6974
1004933,P00220342,M,26-35,15,B,3,0,5,,,8724
1004934,P00158142,F,26-35,0,A,2,0,8,,,3968
1004937,P00051642,M,36-45,0,C,1,1,8,,,9968
1004939,P00115942,M,26-35,7,C,0,1,8,17,,9944
1004942,P00217142,M,46-50,12,B,3,1,1,15,,11509
1004943,P00060642,F,51-55,0,C,1,0,8,,,9812
1004946,P00273042,F,36-45,1,B,1,0,5,,,8791
1004947,P00111742,M,36-45,17,C,1,1,15,,,21189
1004948,P00058942,M,46-50,2,A,1,1,7,,,8380
1004948,P00119142,M,46-50,2,A,1,1,3,4,12,10905
1004950,P00321742,M,26-35,16,A,1,1,5,8,17,6868
1004950,P00101142,M,26-35,16,A,1,1,8,,,6187
1004951,P00117842,F,36-45,17,B,3,1,5,13,16,8646
1004952,P00102342,F,26-35,14,A,1,1,8,14,17,5952
1004953,P00124642,M,36-45,12,B,4+,0,16,,,16839
1004956,P00184142,M,36-45,15,B,1,1,8,14,,9915
1004957,P00130742,M,26-35,2,A,1,1,1,14,17,11943
1004957,P00150942,M,26-35,2,A,1,1,6,11,13,12084
1004957,P00331942,M,26-35,2,A,1,1,5,,,5241
1004958,P00233942,M,18-25,7,B,1,0,1,15,,4054
1004961,P00120342,M,26-35,7,C,1,1,5,17,,5199
1004962,P00128242,M,26-35,6,B,1,0,5,12,14,5223
1004963,P00024342,M,46-50,17,B,1,1,8,14,,9975
1004964,P00242742,M,36-45,0,A,1,1,1,2,9,8219
1004965,P00274942,M,0-17,10,C,1,0,8,,,7901
1004970,P00320442,F,26-35,12,C,1,0,6,10,,20068
1004972,P00232342,M,36-45,0,C,2,0,11,,,6126
1004973,P00329442,F,55+,2,C,1,1,5,8,,8724
1004975,P00155342,M,36-45,0,C,3,0,5,13,,5273
1004977,P00220442,M,26-35,4,B,2,0,5,14,,6869
1004979,P00216342,M,36-45,2,B,1,1,3,4,5,7958
1004979,P00084342,M,36-45,2,B,1,1,13,16,,948
1004979,P00253142,M,36-45,2,B,1,1,1,2,5,7919
1004979,P00036742,M,36-45,2,B,1,1,1,16,,7660
1004980,P00329342,M,26-35,1,B,0,0,5,,,5266
1004984,P00188442,M,36-45,0,A,1,1,5,7,,7063
1004985,P00066542,M,36-45,0,C,3,0,1,15,16,11597
1004989,P00084842,M,26-35,0,C,2,1,8,16,,5843
1004995,P00322142,M,51-55,20,B,0,1,1,14,,15856
1004995,P00169742,M,51-55,20,B,0,1,1,8,15,11536
1004998,P00057442,F,18-25,4,C,1,1,5,14,16,5204
1005000,P00184942,M,26-35,4,B,4+,0,1,8,17,19336
1005000,P00183042,M,26-35,4,B,4+,0,15,16,,21005
1005001,P00313142,F,26-35,2,B,1,0,8,,,6183
1005004,P00220442,F,55+,1,C,1,1,5,14,,3574
1005005,P00343042,M,46-50,16,B,2,0,5,18,,8633
1005008,P00085342,M,26-35,20,B,1,1,10,13,,19003
1005009,P00259342,F,46-50,16,C,1,1,5,9,,7031
1005011,P00093342,M,18-25,4,B,1,0,1,8,18,15691
1005011,P00020342,M,18-25,4,B,1,0,1,2,,15791
1005014,P00177342,M,46-50,0,C,0,1,8,,,5886
1005015,P00152742,M,36-45,6,B,2,1,5,,,8821
1005015,P0095042,M,36-45,6,B,2,1,4,5,8,2139
1005018,P00108942,F,55+,12,C,1,1,8,,,6124
1005018,P00303742,F,55+,12,C,1,1,8,,,7939
1005021,P00135142,M,51-55,6,B,2,1,13,16,,563
1005025,P00080342,M,26-35,20,B,1,0,1,6,8,19156
1005026,P00022442,M,26-35,17,B,1,1,8,16,,5987
1005026,P00349942,M,26-35,17,B,1,1,1,5,,7757
1005026,P00291042,M,26-35,17,B,1,1,8,,,2018
1005028,P00190142,M,26-35,12,C,3,1,3,4,5,8432
1005031,P00114042,F,26-35,4,B,0,0,5,14,,8580
1005034,P00112542,F,26-35,15,C,1,1,1,11,15,15875
1005035,P00116642,F,26-35,17,B,1,1,5,,,8677
1005037,P00291042,M,36-45,12,C,0,1,8,,,5838
1005038,P00330442,M,26-35,20,B,0,0,5,14,,7072
1005039,P00286342,F,36-45,4,B,2,1,7,,,16627
1005040,P00245642,M,46-50,12,C,1,1,5,11,12,8666
1005042,P00119442,F,18-25,2,A,4+,1,5,,,8624
1005044,P00174442,F,36-45,6,C,0,1,5,,,5356
1005046,P00326742,M,26-35,16,A,0,0,11,,,5912
1005046,P00261342,M,26-35,16,A,0,0,1,17,,15875
1005046,P00075542,M,26-35,16,A,0,0,8,13,,5845
1005047,P00303042,M,46-50,6,C,1,0,5,,,6911
1005047,P00122442,M,46-50,6,C,1,0,1,11,15,11411
1005049,P00313242,M,26-35,12,B,0,0,8,,,8060
1005049,P00362342,M,26-35,12,B,0,0,5,,,7145
1005053,P00245642,M,26-35,4,C,3,0,5,11,12,3655
1005054,P00313442,M,36-45,2,B,0,0,5,6,8,7176
1005054,P00324442,M,36-45,2,B,0,0,11,13,16,4440
1005054,P00110342,M,36-45,2,B,0,0,7,,,12692
1005057,P00338542,M,51-55,7,C,4+,0,1,,,11554
1005059,P00216142,M,46-50,16,C,1,1,1,16,,15819
1005061,P00319042,F,18-25,19,C,2,1,5,,,8716
1005064,P00289942,M,18-25,4,B,0,0,3,4,5,11047
1005065,P00004842,M,26-35,14,C,4+,1,3,4,12,10930
1005070,P00124242,M,26-35,2,A,0,0,11,14,,2964
1005070,P00254742,M,26-35,2,A,0,0,5,,,7046
1005074,P00154042,M,0-17,0,B,2,0,1,2,15,4418
1005074,P00249642,M,0-17,0,B,2,0,3,5,,13350
1005074,P00355642,M,0-17,0,B,2,0,16,,,16198
1005076,P00285642,M,26-35,3,B,4+,0,2,5,15,10095
1005077,P00316642,M,26-35,2,A,0,0,4,5,,2851
1005078,P00100942,M,46-50,7,C,1,0,5,,,8804
1005082,P00120842,M,36-45,1,C,4+,0,8,17,,7977
1005082,P00117842,M,36-45,1,C,4+,0,5,13,16,5326
1005084,P00057342,M,18-25,4,B,1,0,4,5,,2080
1005085,P00155742,M,55+,17,C,0,0,8,,,9839
1005086,P00114042,M,26-35,1,C,0,1,5,14,,8658
1005087,P00220442,F,26-35,6,B,1,1,5,14,,7163
1005087,P00250942,F,26-35,6,B,1,1,11,16,,4660
1005090,P00084642,F,36-45,19,B,3,1,13,16,,927
1005091,P00052842,M,26-35,17,B,1,1,10,15,,23373
1005091,P00033542,M,26-35,17,B,1,1,5,,,5294
1005096,P00110942,M,26-35,11,B,2,0,1,2,,15279
1005097,P00120142,M,55+,16,C,3,0,5,,,8605
1005098,P00115342,M,51-55,7,C,4+,1,5,8,14,5351
1005099,P00136542,M,18-25,0,B,3,0,5,8,,8775
1005100,P00302342,M,51-55,6,B,1,1,8,,,10001
1005100,P00178842,M,51-55,6,B,1,1,2,4,9,16090
1005100,P00299242,M,51-55,6,B,1,1,8,,,9972
1005100,P00065442,M,51-55,6,B,1,1,8,16,,3919
1005103,P00148642,F,36-45,16,C,1,0,6,10,13,20523
1005103,P00121642,F,36-45,16,C,1,0,5,14,,8576
1005106,P00003942,F,36-45,1,C,3,1,5,14,,3682
1005107,P00278242,F,46-50,0,B,0,0,1,,,4391
1005107,P00227842,F,46-50,0,B,0,0,2,5,,6557
1005108,P00285342,F,26-35,9,B,3,1,5,8,,6916
1005108,P00002442,F,26-35,9,B,3,1,8,15,,4150
1005109,P00260042,F,46-50,6,C,2,1,5,8,,5454
1005111,P00303242,M,36-45,2,B,1,1,5,8,,8649
1005111,P00189042,M,36-45,2,B,1,1,8,,,8060
1005111,P00126642,M,36-45,2,B,1,1,8,,,4068
1005111,P00071442,M,36-45,2,B,1,1,15,17,,12563
1005112,P00083942,M,36-45,13,B,1,0,12,14,,1041
1005112,P00346342,M,36-45,13,B,1,0,1,15,,8069
1005113,P00170942,M,26-35,0,A,3,1,5,8,14,5444
1005114,P00000242,F,0-17,10,C,2,0,2,4,9,16455
1005118,P00010742,M,0-17,10,B,2,0,1,8,17,8240
1005120,P00119142,M,51-55,7,A,2,0,3,4,12,13649
1005121,P00006842,M,26-35,7,C,4+,0,5,,,6914
1005123,P00332242,M,51-55,12,C,4+,1,1,16,,11863
1005124,P00026642,M,36-45,2,B,1,0,8,,,3959
1005126,P00113342,M,26-35,11,B,4+,0,1,8,17,15544
1005129,P00033542,M,46-50,17,B,1,1,5,,,5466
1005131,P00010342,F,26-35,1,B,3,0,8,14,,6086
1005131,P00329542,F,26-35,1,B,3,0,1,15,16,15208
1005135,P00313242,M,36-45,7,C,4+,0,8,,,9742
1005136,P00145442,M,26-35,12,B,1,0,8,15,,9933
1005138,P00030942,M,26-35,17,B,0,0,4,5,9,2844
1005140,P00324742,M,26-35,6,B,2,0,2,9,14,9941
1005142,P00161242,M,26-35,1,B,1,1,1,5,12,19487
1005142,P00159742,M,26-35,1,B,1,1,2,4,9,13009
1005151,P00281142,M,18-25,19,C,1,0,11,15,,1738
1005153,P00059442,M,26-35,7,B,3,0,6,8,16,16581
1005156,P00346142,M,18-25,14,A,1,1,1,15,,19359
1005156,P00036442,M,18-25,14,A,1,1,16,,,16594
1005161,P00218942,M,26-35,4,C,0,0,5,,,1715
1005161,P00035542,M,26-35,4,C,0,0,3,4,12,2894
1005163,P00108442,M,46-50,6,B,1,1,5,,,8624
1005163,P00064042,M,46-50,6,B,1,1,3,4,12,10928
1005165,P00086342,M,36-45,6,C,1,1,8,,,10044
1005167,P00113242,M,18-25,15,C,3,0,1,6,8,18970
1005172,P00067642,F,36-45,11,B,1,0,5,,,6954
1005172,P00304942,F,36-45,11,B,1,0,6,8,,12148
1005176,P00350342,M,0-17,10,C,3,0,1,6,,15468
1005178,P00344842,M,51-55,0,C,1,1,5,,,1956
1005179,P00173342,M,26-35,12,A,0,1,1,6,14,15485
1005182,P00183842,F,36-45,7,B,4+,1,4,9,12,2107
1005183,P00139942,F,18-25,20,C,1,0,5,,,6970
1005184,P00286842,M,18-25,20,B,4+,1,5,8,,7053
1005185,P0094342,F,36-45,4,C,1,0,4,5,18,2778
1005187,P00112642,M,18-25,16,C,1,0,1,2,5,19470
1005191,P00173042,F,26-35,4,A,4+,0,13,15,16,768
1005194,P00349942,M,26-35,7,C,3,1,1,5,,15388
